station_id,time,Water_Level,Water_Level_LAT,Water_Level_OD_Malin,QC_Flag,longitude,latitude,altitude
,UTC,m,m,m,,degrees_east,degrees_north,m
Castletownbere,2016-11-06T00:00:00Z,1.968,1.968,-0.52,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T00:15:00Z,1.888,1.888,-0.6,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T00:30:00Z,1.808,1.808,-0.68,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T00:45:00Z,1.758,1.758,-0.73,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T01:00:00Z,1.678,1.678,-0.81,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T01:15:00Z,1.648,1.648,-0.84,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T01:30:00Z,1.628,1.628,-0.86,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T01:45:00Z,1.598,1.598,-0.89,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T02:00:00Z,1.548,1.548,-0.94,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T02:15:00Z,1.568,1.568,-0.92,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T02:30:00Z,1.598,1.598,-0.89,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T02:45:00Z,1.608,1.608,-0.88,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T03:00:00Z,1.618,1.618,-0.87,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T03:15:00Z,1.708,1.708,-0.78,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T03:30:00Z,1.778,1.778,-0.71,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T03:45:00Z,1.848,1.848,-0.64,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T04:00:00Z,1.888,1.888,-0.6,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T04:15:00Z,1.968,1.968,-0.52,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T04:30:00Z,2.068,2.068,-0.42,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T04:45:00Z,2.128,2.128,-0.36,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T05:00:00Z,2.208,2.208,-0.28,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T05:15:00Z,2.348,2.348,-0.14,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T05:30:00Z,2.458,2.458,-0.03,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T05:45:00Z,2.568,2.568,0.08,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T06:00:00Z,2.678,2.678,0.19,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T06:15:00Z,2.798,2.798,0.31,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T06:30:00Z,2.878,2.878,0.39,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T06:45:00Z,2.948,2.948,0.46,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T07:00:00Z,3.028,3.028,0.54,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T07:15:00Z,3.108,3.108,0.62,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T07:30:00Z,3.178,3.178,0.69,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T07:45:00Z,3.238,3.238,0.75,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T08:00:00Z,3.258,3.258,0.77,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T08:15:00Z,3.288,3.288,0.8,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T08:30:00Z,3.298,3.298,0.81,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T08:45:00Z,3.248,3.248,0.76,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T09:00:00Z,3.218,3.218,0.73,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T09:15:00Z,3.198,3.198,0.71,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T09:30:00Z,3.128,3.128,0.64,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T09:45:00Z,3.058,3.058,0.57,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T10:00:00Z,2.978,2.978,0.49,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T10:15:00Z,2.898,2.898,0.41,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T10:30:00Z,2.778,2.778,0.29,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T10:45:00Z,2.668,2.668,0.18,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T11:00:00Z,2.558,2.558,0.07,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T11:15:00Z,2.448,2.448,-0.04,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T11:30:00Z,2.328,2.328,-0.16,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T11:45:00Z,2.218,2.218,-0.27,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T12:00:00Z,2.098,2.098,-0.39,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T12:15:00Z,2.038,2.038,-0.45,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T12:30:00Z,1.938,1.938,-0.55,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T12:45:00Z,1.838,1.838,-0.65,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T13:00:00Z,1.778,1.778,-0.71,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T13:15:00Z,1.728,1.728,-0.76,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T13:30:00Z,1.638,1.638,-0.85,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T13:45:00Z,1.598,1.598,-0.89,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T14:00:00Z,1.538,1.538,-0.95,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T14:15:00Z,1.548,1.548,-0.94,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T14:30:00Z,1.548,1.548,-0.94,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T14:45:00Z,1.528,1.528,-0.96,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T15:00:00Z,1.558,1.558,-0.93,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T15:15:00Z,1.628,1.628,-0.86,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T15:30:00Z,1.598,1.598,-0.89,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T15:45:00Z,1.668,1.668,-0.82,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T16:00:00Z,1.748,1.748,-0.74,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T16:15:00Z,1.768,1.768,-0.72,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T16:30:00Z,1.858,1.858,-0.63,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T16:45:00Z,1.948,1.948,-0.54,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T17:00:00Z,1.998,1.998,-0.49,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T17:15:00Z,2.108,2.108,-0.38,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T17:30:00Z,2.188,2.188,-0.3,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T17:45:00Z,2.258,2.258,-0.23,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T18:00:00Z,2.398,2.398,-0.09,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T18:15:00Z,2.488,2.488,0.0,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T18:30:00Z,2.578,2.578,0.09,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T18:45:00Z,2.688,2.688,0.2,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T19:00:00Z,2.748,2.748,0.26,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T19:15:00Z,2.838,2.838,0.35,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T19:30:00Z,2.948,2.948,0.46,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T19:45:00Z,2.988,2.988,0.5,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T20:00:00Z,3.028,3.028,0.54,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T20:15:00Z,3.118,3.118,0.63,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T20:30:00Z,3.158,3.158,0.67,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T20:45:00Z,3.138,3.138,0.65,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T21:00:00Z,3.138,3.138,0.65,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T21:15:00Z,3.158,3.158,0.67,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T21:30:00Z,3.088,3.088,0.6,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T21:45:00Z,3.038,3.038,0.55,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T22:00:00Z,3.008,3.008,0.52,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T22:15:00Z,2.958,2.958,0.47,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T22:30:00Z,2.878,2.878,0.39,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T22:45:00Z,2.788,2.788,0.3,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T23:00:00Z,2.718,2.718,0.23,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T23:15:00Z,2.648,2.648,0.16,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T23:30:00Z,2.518,2.518,0.03,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-06T23:45:00Z,2.408,2.408,-0.08,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T00:00:00Z,2.318,2.318,-0.17,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T00:15:00Z,2.248,2.248,-0.24,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T00:30:00Z,2.128,2.128,-0.36,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T00:45:00Z,2.058,2.058,-0.43,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T01:00:00Z,2.008,2.008,-0.48,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T01:15:00Z,1.908,1.908,-0.58,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T01:30:00Z,1.838,1.838,-0.65,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T01:45:00Z,1.798,1.798,-0.69,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T02:00:00Z,1.728,1.728,-0.76,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T02:15:00Z,1.678,1.678,-0.81,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T02:30:00Z,1.658,1.658,-0.83,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T02:45:00Z,1.668,1.668,-0.82,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T03:00:00Z,1.658,1.658,-0.83,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T03:15:00Z,1.648,1.648,-0.84,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T03:30:00Z,1.688,1.688,-0.8,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T03:45:00Z,1.698,1.698,-0.79,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T04:00:00Z,1.678,1.678,-0.81,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T04:15:00Z,1.758,1.758,-0.73,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T04:30:00Z,1.798,1.798,-0.69,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T04:45:00Z,1.828,1.828,-0.66,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T05:00:00Z,1.938,1.938,-0.55,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T05:15:00Z,1.988,1.988,-0.5,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T05:30:00Z,2.058,2.058,-0.43,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T05:45:00Z,2.158,2.158,-0.33,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T06:00:00Z,2.208,2.208,-0.28,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T06:15:00Z,2.308,2.308,-0.18,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T06:30:00Z,2.398,2.398,-0.09,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T06:45:00Z,2.508,2.508,0.02,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T07:00:00Z,2.618,2.618,0.13,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T07:15:00Z,2.698,2.698,0.21,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T07:30:00Z,2.778,2.778,0.29,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T07:45:00Z,2.858,2.858,0.37,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T08:00:00Z,2.918,2.918,0.43,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T08:15:00Z,2.988,2.988,0.5,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T08:30:00Z,3.028,3.028,0.54,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T08:45:00Z,3.098,3.098,0.61,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T09:00:00Z,3.158,3.158,0.67,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T09:15:00Z,3.158,3.158,0.67,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T09:30:00Z,3.148,3.148,0.66,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T09:45:00Z,3.158,3.158,0.67,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T10:00:00Z,3.098,3.098,0.61,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T10:15:00Z,3.008,3.008,0.52,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T10:30:00Z,3.008,3.008,0.52,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T10:45:00Z,2.978,2.978,0.49,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T11:00:00Z,2.848,2.848,0.36,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T11:15:00Z,2.818,2.818,0.33,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T11:30:00Z,2.758,2.758,0.27,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T11:45:00Z,2.628,2.628,0.14,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T12:00:00Z,2.528,2.528,0.04,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T12:15:00Z,2.418,2.418,-0.07,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T12:30:00Z,2.348,2.348,-0.14,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T12:45:00Z,2.248,2.248,-0.24,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T13:00:00Z,2.138,2.138,-0.35,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T13:15:00Z,2.088,2.088,-0.4,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T13:30:00Z,2.008,2.008,-0.48,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T13:45:00Z,1.898,1.898,-0.59,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T14:00:00Z,1.848,1.848,-0.64,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T14:15:00Z,1.778,1.778,-0.71,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T14:30:00Z,1.728,1.728,-0.76,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T14:45:00Z,1.678,1.678,-0.81,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T15:00:00Z,1.638,1.638,-0.85,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T15:15:00Z,1.658,1.658,-0.83,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T15:30:00Z,1.638,1.638,-0.85,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T15:45:00Z,1.618,1.618,-0.87,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T16:00:00Z,1.668,1.668,-0.82,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T16:15:00Z,1.688,1.688,-0.8,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T16:30:00Z,1.688,1.688,-0.8,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T16:45:00Z,1.728,1.728,-0.76,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T17:00:00Z,1.778,1.778,-0.71,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T17:15:00Z,1.828,1.828,-0.66,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T17:30:00Z,1.858,1.858,-0.63,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T17:45:00Z,1.928,1.928,-0.56,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T18:00:00Z,2.048,2.048,-0.44,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T18:15:00Z,2.108,2.108,-0.38,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T18:30:00Z,2.178,2.178,-0.31,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T18:45:00Z,2.288,2.288,-0.2,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T19:00:00Z,2.378,2.378,-0.11,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T19:15:00Z,2.438,2.438,-0.05,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T19:30:00Z,2.558,2.558,0.07,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T19:45:00Z,2.648,2.648,0.16,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T20:00:00Z,2.708,2.708,0.22,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T20:15:00Z,2.828,2.828,0.34,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T20:30:00Z,2.908,2.908,0.42,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T20:45:00Z,2.968,2.968,0.48,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T21:00:00Z,3.068,3.068,0.58,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T21:15:00Z,3.068,3.068,0.58,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T21:30:00Z,3.108,3.108,0.62,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T21:45:00Z,3.158,3.158,0.67,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T22:00:00Z,3.108,3.108,0.62,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T22:15:00Z,3.128,3.128,0.64,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T22:30:00Z,3.108,3.108,0.62,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T22:45:00Z,3.038,3.038,0.55,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T23:00:00Z,3.058,3.058,0.57,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T23:15:00Z,2.988,2.988,0.5,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T23:30:00Z,2.908,2.908,0.42,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-07T23:45:00Z,2.898,2.898,0.41,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T00:00:00Z,2.798,2.798,0.31,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T00:15:00Z,2.738,2.738,0.25,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T00:30:00Z,2.678,2.678,0.19,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T00:45:00Z,2.548,2.548,0.06,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T01:00:00Z,2.478,2.478,-0.01,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T01:15:00Z,2.418,2.418,-0.07,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T01:30:00Z,2.298,2.298,-0.19,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T01:45:00Z,2.238,2.238,-0.25,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T02:00:00Z,2.178,2.178,-0.31,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T02:15:00Z,2.098,2.098,-0.39,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T02:30:00Z,2.048,2.048,-0.44,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T02:45:00Z,1.988,1.988,-0.5,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T03:00:00Z,1.968,1.968,-0.52,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T03:15:00Z,1.888,1.888,-0.6,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T03:30:00Z,1.838,1.838,-0.65,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T03:45:00Z,1.848,1.848,-0.64,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T04:00:00Z,1.808,1.808,-0.68,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T04:15:00Z,1.798,1.798,-0.69,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T04:30:00Z,1.828,1.828,-0.66,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T04:45:00Z,1.828,1.828,-0.66,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T05:00:00Z,1.868,1.868,-0.62,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T05:15:00Z,1.878,1.878,-0.61,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T05:30:00Z,1.898,1.898,-0.59,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T05:45:00Z,1.978,1.978,-0.51,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T06:00:00Z,1.998,1.998,-0.49,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T06:15:00Z,2.048,2.048,-0.44,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T06:30:00Z,2.178,2.178,-0.31,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T06:45:00Z,2.228,2.228,-0.26,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T07:00:00Z,2.288,2.288,-0.2,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T07:15:00Z,2.418,2.418,-0.07,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T07:30:00Z,2.488,2.488,0.0,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T07:45:00Z,2.568,2.568,0.08,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T08:00:00Z,2.678,2.678,0.19,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T08:15:00Z,2.768,2.768,0.28,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T08:30:00Z,2.848,2.848,0.36,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T08:45:00Z,2.958,2.958,0.47,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T09:00:00Z,3.038,3.038,0.55,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T09:15:00Z,3.098,3.098,0.61,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T09:30:00Z,3.158,3.158,0.67,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T09:45:00Z,3.208,3.208,0.72,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T10:00:00Z,3.248,3.248,0.76,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T10:15:00Z,3.258,3.258,0.77,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T10:30:00Z,3.268,3.268,0.78,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T10:45:00Z,3.288,3.288,0.8,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T11:00:00Z,3.238,3.238,0.75,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T11:15:00Z,3.238,3.238,0.75,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T11:30:00Z,3.208,3.208,0.72,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T11:45:00Z,3.128,3.128,0.64,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T12:00:00Z,3.088,3.088,0.6,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T12:15:00Z,3.048,3.048,0.56,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T12:30:00Z,2.928,2.928,0.44,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T12:45:00Z,2.868,2.868,0.38,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T13:00:00Z,2.788,2.788,0.3,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T13:15:00Z,2.688,2.688,0.2,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T13:30:00Z,2.598,2.598,0.11,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T13:45:00Z,2.508,2.508,0.02,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T14:00:00Z,2.438,2.438,-0.05,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T14:15:00Z,2.318,2.318,-0.17,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T14:30:00Z,2.168,2.168,-0.32,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T14:45:00Z,2.138,2.138,-0.35,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T15:00:00Z,2.038,2.038,-0.45,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T15:15:00Z,1.928,1.928,-0.56,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T15:30:00Z,1.888,1.888,-0.6,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T15:45:00Z,1.838,1.838,-0.65,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T16:00:00Z,1.788,1.788,-0.7,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T16:15:00Z,1.788,1.788,-0.7,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-08T16:30:00Z,1.748,1.748,-0.74,0.0,-9.9034,51.6496,0.0
