station_id,time,Water_Level,Water_Level_LAT,Water_Level_OD_Malin,QC_Flag,longitude,latitude,altitude
,UTC,m,m,m,,degrees_east,degrees_north,m
Castletownbere,2016-11-12T20:45:00Z,0.868,0.868,-1.62,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-12T21:00:00Z,0.848,0.848,-1.64,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-12T21:15:00Z,0.878,0.878,-1.61,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-12T21:30:00Z,0.938,0.938,-1.55,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-12T21:45:00Z,1.028,1.028,-1.46,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-12T22:00:00Z,1.108,1.108,-1.38,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-12T22:15:00Z,1.238,1.238,-1.25,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-12T22:30:00Z,1.358,1.358,-1.13,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-12T22:45:00Z,1.458,1.458,-1.03,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-12T23:00:00Z,1.608,1.608,-0.88,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-12T23:15:00Z,1.778,1.778,-0.71,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-12T23:30:00Z,1.928,1.928,-0.56,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-12T23:45:00Z,2.098,2.098,-0.39,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T00:00:00Z,2.318,2.318,-0.17,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T00:15:00Z,2.468,2.468,-0.02,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T00:30:00Z,2.668,2.668,0.18,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T00:45:00Z,2.868,2.868,0.38,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T01:00:00Z,3.028,3.028,0.54,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T01:15:00Z,3.188,3.188,0.7,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T01:30:00Z,3.358,3.358,0.87,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T01:45:00Z,3.458,3.458,0.97,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T02:00:00Z,3.598,3.598,1.11,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T02:15:00Z,3.668,3.668,1.18,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T02:30:00Z,3.738,3.738,1.25,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T02:45:00Z,3.778,3.778,1.29,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T03:00:00Z,3.778,3.778,1.29,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T03:15:00Z,3.828,3.828,1.34,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T03:30:00Z,3.778,3.778,1.29,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T03:45:00Z,3.718,3.718,1.23,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T04:00:00Z,3.698,3.698,1.21,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T04:15:00Z,3.538,3.538,1.05,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T04:30:00Z,3.448,3.448,0.96,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T04:45:00Z,3.308,3.308,0.82,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T05:00:00Z,3.118,3.118,0.63,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T05:15:00Z,2.978,2.978,0.49,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T05:30:00Z,2.778,2.778,0.29,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T05:45:00Z,2.628,2.628,0.14,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T06:00:00Z,2.418,2.418,-0.07,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T06:15:00Z,2.208,2.208,-0.28,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T06:30:00Z,2.048,2.048,-0.44,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T06:45:00Z,1.808,1.808,-0.68,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T07:00:00Z,1.608,1.608,-0.88,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T07:15:00Z,1.498,1.498,-0.99,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T07:30:00Z,1.268,1.268,-1.22,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T07:45:00Z,1.198,1.198,-1.29,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T08:00:00Z,1.108,1.108,-1.38,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T08:15:00Z,0.968,0.968,-1.52,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T08:30:00Z,0.948,0.948,-1.54,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T08:45:00Z,0.858,0.858,-1.63,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T09:00:00Z,0.788,0.788,-1.7,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T09:15:00Z,0.818,0.818,-1.67,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T09:30:00Z,0.818,0.818,-1.67,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T09:45:00Z,0.788,0.788,-1.7,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T10:00:00Z,0.898,0.898,-1.59,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T10:15:00Z,1.008,1.008,-1.48,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T10:30:00Z,1.088,1.088,-1.4,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T10:45:00Z,1.228,1.228,-1.26,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T11:00:00Z,1.378,1.378,-1.11,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T11:15:00Z,1.508,1.508,-0.98,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T11:30:00Z,1.638,1.638,-0.85,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T11:45:00Z,1.788,1.788,-0.7,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T12:00:00Z,1.998,1.998,-0.49,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T12:15:00Z,2.128,2.128,-0.36,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T12:30:00Z,2.318,2.318,-0.17,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T12:45:00Z,2.578,2.578,0.09,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T13:00:00Z,2.758,2.758,0.27,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T13:15:00Z,2.998,2.998,0.51,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T13:30:00Z,3.188,3.188,0.7,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T13:45:00Z,3.308,3.308,0.82,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T14:00:00Z,3.488,3.488,1.0,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T14:15:00Z,3.588,3.588,1.1,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T14:30:00Z,3.698,3.698,1.21,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T14:45:00Z,3.818,3.818,1.33,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T15:00:00Z,3.858,3.858,1.37,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T15:15:00Z,3.918,3.918,1.43,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T15:30:00Z,3.898,3.898,1.41,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T15:45:00Z,3.898,3.898,1.41,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T16:00:00Z,3.868,3.868,1.38,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T16:15:00Z,3.738,3.738,1.25,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T16:30:00Z,3.638,3.638,1.15,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T16:45:00Z,3.588,3.588,1.1,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T17:00:00Z,3.418,3.418,0.93,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T17:15:00Z,3.238,3.238,0.75,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T17:30:00Z,3.088,3.088,0.6,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T17:45:00Z,2.888,2.888,0.4,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T18:00:00Z,2.658,2.658,0.17,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T18:15:00Z,2.458,2.458,-0.03,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T18:30:00Z,2.238,2.238,-0.25,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T18:45:00Z,2.018,2.018,-0.47,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T19:00:00Z,1.828,1.828,-0.66,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T19:15:00Z,1.628,1.628,-0.86,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T19:30:00Z,1.448,1.448,-1.04,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T19:45:00Z,1.258,1.258,-1.23,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T20:00:00Z,1.108,1.108,-1.38,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T20:15:00Z,0.978,0.978,-1.51,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T20:30:00Z,0.868,0.868,-1.62,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T20:45:00Z,0.778,0.778,-1.71,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T21:00:00Z,0.718,0.718,-1.77,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T21:15:00Z,0.678,0.678,-1.81,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T21:30:00Z,0.668,0.668,-1.82,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T21:45:00Z,0.688,0.688,-1.8,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T22:00:00Z,0.708,0.708,-1.78,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T22:15:00Z,0.768,0.768,-1.72,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T22:30:00Z,0.848,0.848,-1.64,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T22:45:00Z,0.928,0.928,-1.56,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T23:00:00Z,1.088,1.088,-1.4,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T23:15:00Z,1.228,1.228,-1.26,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T23:30:00Z,1.348,1.348,-1.14,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-13T23:45:00Z,1.548,1.548,-0.94,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T00:00:00Z,1.728,1.728,-0.76,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T00:15:00Z,1.888,1.888,-0.6,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T00:30:00Z,2.068,2.068,-0.42,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T00:45:00Z,2.278,2.278,-0.21,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T01:00:00Z,2.458,2.458,-0.03,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T01:15:00Z,2.668,2.668,0.18,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T01:30:00Z,2.888,2.888,0.4,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T01:45:00Z,3.118,3.118,0.63,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T02:00:00Z,3.308,3.308,0.82,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T02:15:00Z,3.448,3.448,0.96,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T02:30:00Z,3.628,3.628,1.14,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T02:45:00Z,3.748,3.748,1.26,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T03:00:00Z,3.788,3.788,1.3,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T03:15:00Z,3.908,3.908,1.42,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T03:30:00Z,3.968,3.968,1.48,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T03:45:00Z,3.938,3.938,1.45,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T04:00:00Z,4.008,4.008,1.52,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T04:15:00Z,3.978,3.978,1.49,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T04:30:00Z,3.878,3.878,1.39,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T04:45:00Z,3.798,3.798,1.31,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T05:00:00Z,3.698,3.698,1.21,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T05:15:00Z,3.568,3.568,1.08,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T05:30:00Z,3.418,3.418,0.93,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T05:45:00Z,3.248,3.248,0.76,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T06:00:00Z,3.078,3.078,0.59,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T06:15:00Z,2.898,2.898,0.41,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T06:30:00Z,2.648,2.648,0.16,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T06:45:00Z,2.418,2.418,-0.07,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T07:00:00Z,2.218,2.218,-0.27,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T07:15:00Z,1.988,1.988,-0.5,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T07:30:00Z,1.718,1.718,-0.77,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T07:45:00Z,1.568,1.568,-0.92,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T08:00:00Z,1.408,1.408,-1.08,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T08:15:00Z,1.188,1.188,-1.3,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T08:30:00Z,1.038,1.038,-1.45,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T08:45:00Z,0.968,0.968,-1.52,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T09:00:00Z,0.838,0.838,-1.65,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T09:15:00Z,0.708,0.708,-1.78,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T09:30:00Z,0.668,0.668,-1.82,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T09:45:00Z,0.688,0.688,-1.8,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T10:00:00Z,0.618,0.618,-1.87,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T10:15:00Z,0.578,0.578,-1.91,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T10:30:00Z,0.688,0.688,-1.8,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T10:45:00Z,0.748,0.748,-1.74,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T11:00:00Z,0.778,0.778,-1.71,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T11:15:00Z,0.948,0.948,-1.54,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T11:30:00Z,1.108,1.108,-1.38,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T11:45:00Z,1.198,1.198,-1.29,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T12:00:00Z,1.388,1.388,-1.1,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T12:15:00Z,1.538,1.538,-0.95,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T12:30:00Z,1.708,1.708,-0.78,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T12:45:00Z,1.918,1.918,-0.57,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T13:00:00Z,2.108,2.108,-0.38,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T13:15:00Z,2.318,2.318,-0.17,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T13:30:00Z,2.548,2.548,0.06,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T13:45:00Z,2.758,2.758,0.27,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T14:00:00Z,2.998,2.998,0.51,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T14:15:00Z,3.168,3.168,0.68,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T14:30:00Z,3.338,3.338,0.85,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T14:45:00Z,3.528,3.528,1.04,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T15:00:00Z,3.678,3.678,1.19,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T15:15:00Z,3.788,3.788,1.3,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T15:30:00Z,3.888,3.888,1.4,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T15:45:00Z,3.968,3.968,1.48,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T16:00:00Z,4.008,4.008,1.52,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T16:15:00Z,3.978,3.978,1.49,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T16:30:00Z,3.998,3.998,1.51,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T16:45:00Z,3.948,3.948,1.46,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T17:00:00Z,3.858,3.858,1.37,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T17:15:00Z,3.768,3.768,1.28,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T17:30:00Z,3.658,3.658,1.17,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T17:45:00Z,3.518,3.518,1.03,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T18:00:00Z,3.348,3.348,0.86,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T18:15:00Z,3.148,3.148,0.66,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T18:30:00Z,2.948,2.948,0.46,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T18:45:00Z,2.718,2.718,0.23,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T19:00:00Z,2.448,2.448,-0.04,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T19:15:00Z,2.248,2.248,-0.24,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T19:30:00Z,2.018,2.018,-0.47,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T19:45:00Z,1.768,1.768,-0.72,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T20:00:00Z,1.558,1.558,-0.93,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T20:15:00Z,1.378,1.378,-1.11,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T20:30:00Z,1.188,1.188,-1.3,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T20:45:00Z,1.018,1.018,-1.47,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T21:00:00Z,0.888,0.888,-1.6,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T21:15:00Z,0.798,0.798,-1.69,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T21:30:00Z,0.658,0.658,-1.83,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T21:45:00Z,0.608,0.608,-1.88,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T22:00:00Z,0.578,0.578,-1.91,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T22:15:00Z,0.528,0.528,-1.96,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T22:30:00Z,0.558,0.558,-1.93,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T22:45:00Z,0.588,0.588,-1.9,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T23:00:00Z,0.638,0.638,-1.85,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T23:15:00Z,0.738,0.738,-1.75,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T23:30:00Z,0.838,0.838,-1.65,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-14T23:45:00Z,0.998,0.998,-1.49,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T00:00:00Z,1.168,1.168,-1.32,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T00:15:00Z,1.278,1.278,-1.21,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T00:30:00Z,1.468,1.468,-1.02,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T00:45:00Z,1.668,1.668,-0.82,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T01:00:00Z,1.808,1.808,-0.68,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T01:15:00Z,2.018,2.018,-0.47,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T01:30:00Z,2.248,2.248,-0.24,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T01:45:00Z,2.458,2.458,-0.03,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T02:00:00Z,2.688,2.688,0.2,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T02:15:00Z,2.908,2.908,0.42,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T02:30:00Z,3.118,3.118,0.63,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T02:45:00Z,3.318,3.318,0.83,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T03:00:00Z,3.488,3.488,1.0,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T03:15:00Z,3.638,3.638,1.15,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T03:30:00Z,3.768,3.768,1.28,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T03:45:00Z,3.908,3.908,1.42,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T04:00:00Z,3.978,3.978,1.49,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T04:15:00Z,4.018,4.018,1.53,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T04:30:00Z,4.068,4.068,1.58,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T04:45:00Z,4.058,4.058,1.57,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T05:00:00Z,4.018,4.018,1.53,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T05:15:00Z,3.988,3.988,1.5,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T05:30:00Z,3.908,3.908,1.42,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T05:45:00Z,3.808,3.808,1.32,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T06:00:00Z,3.658,3.658,1.17,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T06:15:00Z,3.508,3.508,1.02,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T06:30:00Z,3.338,3.338,0.85,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T06:45:00Z,3.108,3.108,0.62,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T07:00:00Z,2.908,2.908,0.42,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T07:15:00Z,2.698,2.698,0.21,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T07:30:00Z,2.448,2.448,-0.04,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T07:45:00Z,2.238,2.238,-0.25,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T08:00:00Z,1.978,1.978,-0.51,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T08:15:00Z,1.758,1.758,-0.73,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T08:30:00Z,1.578,1.578,-0.91,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T08:45:00Z,1.358,1.358,-1.13,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T09:00:00Z,1.178,1.178,-1.31,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T09:15:00Z,1.078,1.078,-1.41,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T09:30:00Z,0.898,0.898,-1.59,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T09:45:00Z,0.798,0.798,-1.69,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T10:00:00Z,0.728,0.728,-1.76,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T10:15:00Z,0.618,0.618,-1.87,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T10:30:00Z,0.578,0.578,-1.91,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T10:45:00Z,0.578,0.578,-1.91,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T11:00:00Z,0.578,0.578,-1.91,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T11:15:00Z,0.618,0.618,-1.87,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T11:30:00Z,0.698,0.698,-1.79,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T11:45:00Z,0.798,0.798,-1.69,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T12:00:00Z,0.928,0.928,-1.56,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T12:15:00Z,1.038,1.038,-1.45,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T12:30:00Z,1.208,1.208,-1.28,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T12:45:00Z,1.358,1.358,-1.13,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T13:00:00Z,1.508,1.508,-0.98,0.0,-9.9034,51.6496,0.0
Castletownbere,2016-11-15T13:15:00Z,1.698,1.698,-0.79,0.0,-9.9034,51.6496,0.0
